"","Data is public domain from US government.","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20"
"1","Compiled by combining information from files at: http://gsociology.icaap.org/dataupload.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Country","Region","Population","Area","Pop. Density","Coastline","Net migration","Infant mortality","GDP","Literacy","Phones","Arable","Crops","Other","Climate","Birthrate","Deathrate","Agriculture","Industry","Service"
"4",NA,NA,NA,"sq. mi.","per sq. mi.","coast/area ratio",NA,"per 1000 births","$ per capita","%","per 1000","%","%","%",NA,NA,NA,NA,NA,NA
"205","Tanzania","SUB-SAHARAN AFRICA","37445392","945087","39.619999999999997","0.14999999999999999","-2.0600000000000001","98.540000000000006","600","78.200000000000003","3.96","4.5199999999999996","1.0800000000000001","94.400000000000006",NA,"37.710000000000001","16.390000000000001","0.432","0.17199999999999999","0.39600000000000002"
"206","Thailand","ASIA (EX. NEAR EAST)","64631595","514000","125.73999999999999","0.63","0","20.48","7400","92.599999999999994","108.84999999999999","29.359999999999999","6.46","64.180000000000007","2","13.869999999999999","7.04","0.099000000000000005","0.441","0.46000000000000002"
"207","Togo","SUB-SAHARAN AFRICA","5548702","56785","97.709999999999994","0.10000000000000001","0","66.609999999999999","1500","60.899999999999999","10.56","46.149999999999999","2.21","51.640000000000001","2","37.009999999999998","9.8300000000000001","0.39500000000000002","0.20399999999999999","0.40100000000000002"
"208","Tonga","OCEANIA","114689","748","153.33000000000001","56.020000000000003","0","12.619999999999999","2200","98.5","97.659999999999997","23.609999999999999","43.060000000000002","33.329999999999998","2","25.370000000000001","5.2800000000000002","0.23000000000000001","0.27000000000000002","0.5"
"209","Trinidad & Tobago","LATIN AMER. & CARIB","1065842","5128","207.84999999999999","7.0599999999999996","-10.83","24.309999999999999","9500","98.599999999999994","303.51999999999998","14.619999999999999","9.1600000000000001","76.219999999999999","2","12.9","10.57","0.0070000000000000001","0.56999999999999995","0.42299999999999999"
"210","Tunisia","NORTHERN AFRICA","10175014","163610","62.189999999999998","0.69999999999999996","-0.56999999999999995","24.77","6900","74.200000000000003","123.59","17.859999999999999","13.74","68.400000000000006","3","15.52","5.1299999999999999","0.13200000000000001","0.318","0.55000000000000004"
"211","Turkey","NEAR EAST","70413958","780580","90.209999999999994","0.92000000000000004","0","41.039999999999999","6700","86.5","269.51999999999998","30.93","3.3100000000000001","65.760000000000005","3","16.620000000000001","5.9699999999999998","0.11700000000000001","0.29799999999999999","0.58499999999999996"
"212","Turkmenistan","C.W. OF IND. STATES","5042920","488100","10.33","0","-0.85999999999999999","73.079999999999998","5800","98","74.579999999999998","3.7200000000000002","0.14000000000000001","96.140000000000001","1","27.609999999999999","8.5999999999999996","0.20899999999999999","0.38","0.41099999999999998"
"213","Turks & Caicos Is","LATIN AMER. & CARIB","21152","430","49.189999999999998","90.469999999999999","11.68","15.67","9600","98","269.48000000000002","2.3300000000000001","0","97.670000000000002","2","21.84","4.21",NA,NA,NA
"214","Tuvalu","OCEANIA","11810","26","454.23000000000002","92.310000000000002","0","20.030000000000001","1100",NA,"59.270000000000003","0","0","100","2","22.18","7.1100000000000003","0.16600000000000001","0.27200000000000002","0.56200000000000006"
"215","Uganda","SUB-SAHARAN AFRICA","28195754","236040","119.45","0","0","67.829999999999998","1400","69.900000000000006","3.5800000000000001","25.879999999999999","10.65","63.469999999999999","2","47.350000000000001","12.24","0.311","0.222","0.46899999999999997"
"216","Ukraine","C.W. OF IND. STATES","46710816","603700","77.370000000000005","0.46000000000000002","-0.39000000000000001","20.34","5400","99.700000000000003","259.94","56.210000000000001","1.6100000000000001","42.18","3","8.8200000000000003","14.390000000000001","0.187","0.45200000000000001","0.36099999999999999"
"217","United Arab Emirates","NEAR EAST","2602713","82880","31.399999999999999","1.5900000000000001","1.03","14.51","23200","77.900000000000006","475.26999999999998","0.59999999999999998","2.25","97.150000000000006","1","18.960000000000001","4.4000000000000004","0.040000000000000001","0.58499999999999996","0.375"
"218","United Kingdom","WESTERN EUROPE","60609153","244820","247.56999999999999","5.0800000000000001","2.1899999999999999","5.1600000000000001","27700","99","543.52999999999997","23.460000000000001","0.20999999999999999","76.329999999999998","3","10.710000000000001","10.130000000000001","0.0050000000000000001","0.23699999999999999","0.75800000000000001"
"219","United States","NORTHERN AMERICA","298444215","9631420","30.989999999999998","0.20999999999999999","3.4100000000000001","6.5","37800","97","897.99000000000001","19.129999999999999","0.22","80.650000000000006","3","14.140000000000001","8.2599999999999998","0.01","0.20399999999999999","0.78700000000000003"
"220","Uruguay","LATIN AMER. & CARIB","3431932","176220","19.48","0.37","-0.32000000000000001","11.949999999999999","12800","98","291.38","7.4299999999999997","0.23000000000000001","92.340000000000003","3","13.91","9.0500000000000007","0.092999999999999999","0.311","0.59599999999999997"
"221","Uzbekistan","C.W. OF IND. STATES","27307134","447400","61.039999999999999","0","-1.72","71.099999999999994","1700","99.299999999999997","62.880000000000003","10.83","0.82999999999999996","88.340000000000003","1","26.359999999999999","7.8399999999999999","0.34200000000000003","0.22900000000000001","0.42999999999999999"
"222","Vanuatu","OCEANIA","208869","12200","17.120000000000001","20.719999999999999","0","55.159999999999997","2900","53","32.560000000000002","2.46","7.3799999999999999","90.159999999999997","2","22.719999999999999","7.8200000000000003","0.26000000000000001","0.12","0.62"
"223","Venezuela","LATIN AMER. & CARIB","25730435","912050","28.210000000000001","0.31","-0.040000000000000001","22.199999999999999","4800","93.400000000000006","140.13","2.9500000000000002","0.92000000000000004","96.129999999999995","2","18.710000000000001","4.9199999999999999","0.040000000000000001","0.41899999999999998","0.54100000000000004"
"224","Vietnam","ASIA (EX. NEAR EAST)","84402966","329560","256.11000000000001","1.05","-0.45000000000000001","25.949999999999999","2500","90.299999999999997","187.72999999999999","19.969999999999999","5.9500000000000002","74.079999999999998","2","16.859999999999999","6.2199999999999998","0.20899999999999999","0.40999999999999998","0.38100000000000001"
"225","Virgin Islands","LATIN AMER. & CARIB","108605","1910","56.859999999999999","9.8399999999999999","-8.9399999999999995","8.0299999999999994","17200",NA,"652.82000000000005","11.76","2.9399999999999999","85.299999999999997","2","13.960000000000001","6.4299999999999997","0.01","0.19","0.80000000000000004"
"226","Wallis and Futuna","OCEANIA","16025","274","58.490000000000002","47.079999999999998",NA,NA,"3700","50","118.56","5","25","70","2",NA,NA,NA,NA,NA
"227","West Bank","NEAR EAST","2460492","5860","419.88","0","2.98","19.620000000000001","800",NA,"145.21000000000001","16.899999999999999","18.969999999999999","64.129999999999995","3","31.670000000000002","3.9199999999999999","0.089999999999999997","0.28000000000000003","0.63"
"228","Western Sahara","NORTHERN AFRICA","273008","266000","1.03","0.41999999999999998",NA,NA,NA,NA,NA,"0.02","0","99.980000000000004","1",NA,NA,NA,NA,"0.40000000000000002"
"229","Yemen","NEAR EAST","21456188","527970","40.640000000000001","0.35999999999999999","0","61.5","800","50.200000000000003","37.200000000000003","2.7799999999999998","0.23999999999999999","96.980000000000004","1","42.890000000000001","8.3000000000000007","0.13500000000000001","0.47199999999999998","0.39300000000000002"
"230","Zambia","SUB-SAHARAN AFRICA","11502010","752614","15.279999999999999","0","0","88.290000000000006","800","80.599999999999994","8.2300000000000004","7.0800000000000001","0.029999999999999999","92.900000000000006","2","41","19.93","0.22","0.28999999999999998","0.48899999999999999"
"231","Zimbabwe","SUB-SAHARAN AFRICA","12236805","390580","31.329999999999998","0","0","67.689999999999998","1900","90.700000000000003","26.800000000000001","8.3200000000000003","0.34000000000000002","91.340000000000003","2","28.010000000000002","21.84","0.17899999999999999","0.24299999999999999","0.57899999999999996"
